11,2,0,0,0,0,63,0,21,0
0,250,0,0,0,0,0,0,0,5
1,0,316,0,0,0,1,0,0,3
0,0,0,100,0,0,0,0,0,2
1,0,5,2,231,1,0,2,0,0
0,0,0,0,1,35,2,0,0,0
11,14,3,0,0,6,310,8,29,2
0,0,0,0,1,0,0,37,0,0
18,2,0,0,0,0,32,0,25,0
0,8,17,1,0,0,0,0,0,446
