12,0,0,0,0,0,52,0,33,0
0,246,0,0,0,0,2,0,0,7
0,1,313,1,0,0,2,0,0,4
0,0,0,102,0,0,0,0,0,0
1,1,1,0,227,6,0,6,0,0
0,0,0,0,1,33,4,0,0,0
22,4,1,0,1,0,306,16,33,0
0,0,0,0,1,0,0,37,0,0
31,0,0,0,0,1,36,0,9,0
0,7,10,4,0,0,0,0,0,451
