14,0,0,0,0,0,27,0,56,0
0,250,0,0,0,0,2,0,0,3
0,0,316,0,0,0,2,0,1,2
0,0,0,102,0,0,0,0,0,0
1,1,1,0,230,3,1,5,0,0
0,0,0,0,0,34,4,0,0,0
42,2,1,0,0,6,278,5,49,0
0,0,0,0,1,0,0,37,0,0
41,0,0,0,0,1,26,0,9,0
0,16,17,2,0,0,1,0,0,436
