14,0,0,0,0,0,31,0,19,0
1,151,0,0,0,0,0,0,0,16
0,0,203,0,0,0,1,0,0,5
0,0,0,66,0,0,0,0,0,1
1,1,0,0,158,8,1,6,0,0
0,0,0,0,0,8,3,0,0,0
28,1,0,0,1,6,191,1,26,2
0,0,0,0,1,0,3,7,1,0
12,0,0,0,0,0,15,0,23,1
0,7,7,1,0,0,0,0,0,304
